fips,age_adjusted_ir,lower_95_ci_for_ir,upper_95_ci_for_ir,avg_annual_incidences,recent_trend,recent_5-year_ir-trend,lower_95_ci_for_ir-trend,upper_95_ci_for_ir-trend
29099,476.7 ,464.5, 489.2,1242,stable,-0.4 ,-0.9, 0.2
29059,476.5 ,436.2, 519.9,113,stable,0.5 ,-0.5, 1.6
29159,476.4 ,449.5, 504.6,247,stable,-0.4 ,-1.3, 0.5
29151,474.7 ,428.5, 524.7,82,stable,1.0 ,0.0, 2.1
29021,473 ,454.1, 492.5,496,stable,0.0 ,-0.8, 0.7
29069,471.9 ,441.2, 504.4,186,stable,0.4 ,-0.4, 1.2
29143,471.9 ,432.6, 514.1,113,stable,-0.4 ,-1.6, 0.8
29189,471.2 ,465.7, 476.7,6078,falling,-0.6 ,-0.8, -0.3
29081,471.1 ,415.4, 532.7,59,stable,-0.2 ,-1.9, 1.4
29053,469.7 ,428.6, 513.8,103,stable,-6.5 ,-15.0, 2.9
29015,468.8 ,434.1, 506.2,172,stable,-1.0 ,-2.2, 0.2
29227,468.8 ,355, 610.5,14,stable,0.4 ,-2.7, 3.5
29137,467.9 ,413.7, 528,61,stable,1.1 ,-0.6, 2.7
29121,465.7 ,424, 510.6,102,stable,-0.2 ,-1.0, 0.7
29107,465.5 ,436.5, 496,205,stable,0.3 ,-0.3, 1.0
29047,462.6 ,450.8, 474.7,1210,falling,-0.8 ,-1.4, -0.2
29229,462.4 ,423.8, 503.8,115,stable,-0.7 ,-1.4, 0.0
29079,461.4 ,409, 519,64,stable,-0.2 ,-1.9, 1.5
29183,459 ,450, 468.2,2047,falling,-1.0 ,-1.4, -0.7
29163,459 ,420.1, 500.7,108,stable,-0.6 ,-1.7, 0.6
29221,457.9 ,424.2, 493.8,144,stable,-0.3 ,-1.3, 0.7
29129,457.2 ,376.1, 552.5,25,stable,0.6 ,-2.3, 3.4
29510,456.9 ,446.4, 467.5,1552,falling,-3.0 ,-4.6, -1.4
29023,456.6 ,431.4, 483,260,stable,-0.5 ,-1.4, 0.3
29181,455 ,412.1, 501.5,89,stable,-0.5 ,-1.8, 0.8
29131,454.9 ,421.8, 490.1,150,stable,0.6 ,-0.3, 1.4
29031,454.1 ,434.3, 474.5,423,stable,0.3 ,-0.5, 1.2
29105,453.6 ,425.6, 483.1,207,stable,-0.8 ,-1.5, 0.0
29157,453.4 ,416.1, 493.4,115,stable,0.4 ,-0.5, 1.4
29223,453 ,410.6, 499.1,95,stable,-0.2 ,-1.5, 1.1
29177,452.7 ,418.4, 489.3,138,stable,-0.5 ,-1.7, 0.7
29027,452.2 ,426.6, 479.1,244,stable,-0.5 ,-1.4, 0.5
29051,451.8 ,432.1, 472.3,415,stable,-0.4 ,-1.5, 0.7
29161,450.9 ,424.6, 478.4,234,stable,-0.7 ,-1.4, 0.1
29101,450.2 ,424, 477.5,231,stable,0.0 ,-0.7, 0.6
29095,449.9 ,443.1, 456.7,3551,falling,-0.6 ,-1.0, -0.2
29041,449.6 ,394.2, 511.7,54,stable,-0.6 ,-1.8, 0.5
29173,449.1 ,399.4, 503.9,67,stable,-0.3 ,-1.9, 1.3
29073,449.1 ,408.5, 493.1,102,stable,-0.7 ,-2.1, 0.6
29175,448.7 ,415.1, 484.4,137,stable,-0.5 ,-1.4, 0.4
29219,448.1 ,419.6, 478.1,197,stable,0.0 ,-1.1, 1.1
29035,441.4 ,377.6, 513.7,37,falling,-4.5 ,-7.2, -1.8
29186,441.3 ,403.6, 481.9,110,stable,1.0 ,-0.1, 2.1
29111,440.6 ,388.5, 498.1,56,stable,0.0 ,-1.8, 1.8
29011,440.3 ,394.3, 490.7,73,stable,-0.1 ,-1.7, 1.5
29003,439.9 ,401.3, 481.5,102,stable,0.2 ,-1.0, 1.5
29115,439.5 ,395.2, 488,78,stable,0.1 ,-1.3, 1.6
29225,439.5 ,411.8, 468.6,195,stable,-0.2 ,-0.8, 0.5
29109,439.1 ,412.7, 466.9,218,stable,-0.4 ,-1.0, 0.2
29195,437.5 ,403.6, 473.8,131,stable,0.4 ,-2.1, 3.0
29037,437.4 ,420.8, 454.4,553,stable,-4.4 ,-9.2, 0.6
29165,436 ,418.3, 454.2,486,stable,-0.6 ,-1.2, 0.0
29033,433.5 ,382.9, 489.5,57,stable,-0.3 ,-2.1, 1.5
29019,430.7 ,416.2, 445.6,708,falling,-0.9 ,-1.4, -0.4
29119,430.6 ,395.4, 468.2,116,stable,-4.1 ,-10.6, 2.8
29117,430.2 ,389.2, 474.6,86,stable,-0.4 ,-1.7, 1.0
29061,427.1 ,372.6, 488,49,stable,-0.3 ,-1.8, 1.2
29001,426.3 ,390, 465.2,110,stable,-0.3 ,-1.6, 1.0
29045,423.5 ,366, 488.4,42,stable,0.6 ,-1.6, 2.7
29087,422.8 ,351.8, 505.6,30,stable,-1.0 ,-3.4, 1.5
29103,419 ,344.8, 506.4,25,falling,-1.8 ,-3.4, -0.1
29043,418.9 ,400.6, 438,407,falling,-1.3 ,-2.0, -0.6
29077,414.3 ,404.4, 424.4,1394,falling,-1.1 ,-1.5, -0.8
29029,414.2 ,392.5, 436.9,336,falling,-1.0 ,-1.7, -0.3
29135,413.8 ,372.7, 458.3,76,stable,0.0 ,-1.3, 1.3
29017,413 ,368.5, 461.8,69,stable,-0.1 ,-1.6, 1.4
29155,412.5 ,373.4, 454.7,86,stable,0.7 ,-1.0, 2.4
29057,410.8 ,355.7, 472.8,47,stable,-1.7 ,-3.4, 0.1
29065,410.5 ,371.9, 452.4,92,falling,-1.2 ,-2.3, -0.1
29217,410.4 ,376.2, 447.1,114,stable,-0.7 ,-1.7, 0.4
29213,410.2 ,389.2, 432.1,316,stable,1.7 ,-2.3, 5.9
29063,409.2 ,364.5, 458.4,63,stable,0.6 ,-1.1, 2.3
29145,409 ,388.3, 430.5,308,stable,-0.3 ,-1.3, 0.8
29075,407 ,347.7, 474.2,37,stable,-0.4 ,-2.3, 1.6
29147,406.9 ,370.2, 446.4,97,stable,-0.1 ,-1.3, 1.1
29009,405 ,379.7, 431.7,208,rising,4.4 ,0.5, 8.4
29039,404.8 ,366, 447.1,89,falling,-1.1 ,-2.0, -0.2
29013,401.9 ,364.1, 442.8,90,stable,-1.1 ,-2.7, 0.4
29089,399.1 ,349.6, 454,52,stable,-1.8 ,-3.6, 0.1
29209,398.7 ,373.3, 425.7,236,falling,-1.3 ,-2.3, -0.3
29179,396.5 ,340.1, 460.8,40,stable,-0.9 ,-2.4, 0.6
29215,393.7 ,364.4, 424.9,145,falling,-1.2 ,-2.0, -0.4
29197,392.6 ,321.9, 475.2,24,stable,-1.6 ,-3.2, 0.1
29185,390.4 ,345.6, 440.4,64,stable,-1.2 ,-2.6, 0.2
29199,378.7 ,311.5, 456.9,24,stable,-2.0 ,-4.8, 0.8
29005,376.5 ,313.5, 449.7,30,stable,-1.1 ,-2.7, 0.5
29125,370 ,321.9, 423.9,47,stable,-0.8 ,-2.5, 0.9
29091,369.6 ,346.1, 394.3,199,falling,-1.5 ,-2.7, -0.1
29025,369.1 ,320.2, 423.9,45,falling,-9.3 ,-14.8, -3.4
29153,367.9 ,322.4, 419,59,stable,-0.9 ,-2.4, 0.5
29167,367.6 ,340.5, 396.3,147,falling,-1.9 ,-2.7, -1.0
29211,366.2 ,309, 431.6,31,stable,-1.2 ,-3.0, 0.6
29171,354.8 ,293.9, 426.3,27,stable,0.6 ,-2.5, 3.8
29085,350.4 ,305.4, 401.4,62,stable,-1.1 ,-2.7, 0.5
29149,322.8 ,282.1, 368.4,52,stable,-0.8 ,-2.9, 1.3
29203,317.9 ,271.8, 370.3,38,falling,-1.9 ,-3.5, -0.2
29067,315.6 ,281.4, 353.4,70,falling,-2.8 ,-4.6, -1.0
28000,474.4 ,471.1, 477.7,16616,*,*,*,*
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
28141,551.4 ,510.5, 594.9,147,*,*,*,*
28051,550.9 ,504.9, 600,112,*,*,*,*
28011,538.4 ,504.4, 574.2,201,*,*,*,*
28063,533.9 ,467, 608.2,49,*,*,*,*
28043,531.1 ,492, 572.6,145,*,*,*,*
28095,525.4 ,495.8, 556.4,252,*,*,*,*
28037,521.7 ,459.7, 590.5,56,*,*,*,*
28133,518.9 ,481, 559.1,146,*,*,*,*
28161,516.7 ,468.3, 569.1,91,*,*,*,*
28157,516.1 ,456.8, 581.3,58,*,*,*,*
28091,514.7 ,479.5, 551.9,168,*,*,*,*
28109,511.7 ,487.8, 536.6,370,*,*,*,*
28147,511.6 ,466.2, 560.6,100,*,*,*,*
28143,508.9 ,445.9, 578.1,50,*,*,*,*
28065,505.5 ,455.1, 560.4,83,*,*,*,*
28027,505.1 ,466.9, 545.7,137,*,*,*,*
28083,504.1 ,468.8, 541.3,160,*,*,*,*
28031,504 ,463.1, 547.6,118,*,*,*,*
28135,502.5 ,454.2, 554.6,82,*,*,*,*
28035,498.3 ,475.8, 521.5,385,*,*,*,*
28163,498.1 ,462.3, 535.9,148,*,*,*,*
28047,497.7 ,484.5, 511.2,1131,*,*,*,*
28151,497.3 ,470.2, 525.5,274,*,*,*,*
28093,496.6 ,467.2, 527.4,229,*,*,*,*
28045,495.7 ,470.5, 522,315,*,*,*,*
28139,493.4 ,455.6, 533.7,132,*,*,*,*
28117,493.1 ,458.4, 529.9,158,*,*,*,*
28107,492.8 ,461.7, 525.4,198,*,*,*,*
28021,491.7 ,429.6, 560.4,50,*,*,*,*
28017,491.3 ,449.5, 536.2,106,*,*,*,*
28103,489.8 ,435.4, 549.2,63,*,*,*,*
28081,488.4 ,468.6, 508.9,471,*,*,*,*
28097,488.3 ,437, 544.4,72,*,*,*,*
28111,487.9 ,438.6, 541.5,76,*,*,*,*
28113,487.7 ,459.7, 517,239,*,*,*,*
28053,485.8 ,425.9, 552.2,51,*,*,*,*
28049,484 ,471.8, 496.4,1260,*,*,*,*
28089,483.2 ,464.2, 502.7,526,*,*,*,*
28101,481.9 ,443.7, 522.6,123,*,*,*,*
28115,480.5 ,448.4, 514.4,172,*,*,*,*
28123,479.7 ,445.7, 515.6,155,*,*,*,*
28145,479.6 ,446.5, 514.6,161,*,*,*,*
28013,476.2 ,431.9, 524,91,*,*,*,*
28077,476 ,428, 528.1,77,*,*,*,*
28057,475 ,439.9, 512.3,141,*,*,*,*
28087,474.4 ,451.3, 498.4,332,*,*,*,*
28061,474.1 ,433.3, 518.1,108,*,*,*,*
28155,472.6 ,419.1, 531.4,60,*,*,*,*
28029,468.6 ,436.2, 502.8,168,*,*,*,*
28131,468.2 ,426.7, 512.9,100,*,*,*,*
28033,468 ,453.7, 482.6,853,*,*,*,*
28059,465.6 ,450.8, 480.8,788,*,*,*,*
28119,463 ,401.7, 531.5,43,*,*,*,*
28067,462.9 ,441.9, 484.5,388,*,*,*,*
28025,460.6 ,423, 500.9,119,*,*,*,*
28007,459.9 ,422.1, 500.5,116,*,*,*,*
28015,459.8 ,411.5, 513,73,*,*,*,*
28085,459.3 ,430.5, 489.7,199,*,*,*,*
28127,459 ,426.5, 493.3,157,*,*,*,*
28079,457.1 ,420.8, 495.8,123,*,*,*,*
28001,454.2 ,425.3, 484.7,197,*,*,*,*
28121,453 ,438.7, 467.8,780,*,*,*,*
28137,452.9 ,420.4, 487.4,153,*,*,*,*
28125,452 ,374.6, 541.6,27,*,*,*,*
28129,447.5 ,406.3, 491.9,94,*,*,*,*
28153,445.7 ,408.9, 485,114,*,*,*,*
28099,443.8 ,411.7, 477.8,150,*,*,*,*
28003,443.4 ,416.4, 471.8,211,*,*,*,*
28005,442.7 ,399, 490.4,87,*,*,*,*
28023,441.1 ,401.7, 483.8,99,*,*,*,*
28019,440.7 ,388, 499.4,54,*,*,*,*
28073,436.3 ,413.3, 460.3,279,*,*,*,*
28149,435.8 ,411, 461.6,248,*,*,*,*
28159,429.6 ,392.9, 469.1,108,*,*,*,*
28075,427.8 ,408.9, 447.4,404,*,*,*,*
28105,425.9 ,397.4, 455.8,175,*,*,*,*
28009,407.6 ,355.1, 466.4,46,*,*,*,*
28041,406 ,362, 454.2,64,*,*,*,*
28071,404.8 ,379.8, 431.1,204,*,*,*,*
28039,397.7 ,363.6, 434.4,106,*,*,*,*
28069,377 ,330.1, 429.2,51,*,*,*,*
28055,251.5 ,158.3, 390.3,5,*,*,*,*
30000,462.9 ,457.6, 468.3,6270,falling,-0.5 ,-0.7, -0.3
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
30079,598.5 ,440, 806.9,12,stable,0.2 ,-2.6, 3.0
30103,597.1 ,369.6, 923.3,7,stable,-1.1 ,-5.2, 3.1
30011,582.1 ,430.7, 779.9,12,rising,25.8 ,5.7, 49.6
30087,558.4 ,494, 629.2,59,stable,0.6 ,-0.9, 2.2
30025,556.1 ,451, 679.4,21,stable,0.9 ,-1.7, 3.6
30065,553.5 ,472.2, 646.5,42,stable,0.3 ,-1.4, 1.9
30007,545.4 ,475.1, 624.7,50,stable,0.8 ,-1.4, 3.0
30111,523.3 ,508.5, 538.4,1005,stable,3.2 ,-0.1, 6.7
30037,521 ,351.7, 759.3,7,stable,0.5 ,-3.3, 4.4
30071,507.9 ,429.2, 598.8,33,stable,0.1 ,-1.3, 1.6
30029,506.2 ,488.2, 524.6,665,stable,-0.1 ,-0.6, 0.4
30017,501.1 ,451.7, 554.9,81,stable,-1.0 ,-2.3, 0.2
30055,497.5 ,371.7, 656.5,13,stable,-0.8 ,-3.8, 2.4
30091,493.3 ,412, 588.3,29,stable,1.5 ,-0.7, 3.8
30089,491.1 ,444.3, 542.4,106,stable,-0.1 ,-1.5, 1.4
30053,490.1 ,454, 528.9,171,stable,0.2 ,-0.8, 1.3
30105,489.6 ,429.9, 556.1,54,stable,-0.8 ,-2.6, 1.1
30043,488.4 ,438.7, 542.9,86,stable,0.4 ,-1.1, 1.9
30003,488.1 ,433.9, 547.2,64,stable,0.8 ,-1.1, 2.7
30077,487.6 ,426, 556.9,48,stable,-0.1 ,-2.0, 1.8
30049,485.9 ,464.5, 508.2,427,stable,-0.3 ,-1.0, 0.4
30095,480.9 ,427.4, 540,68,stable,-0.4 ,-1.7, 0.9
30047,471.9 ,441.3, 504.1,202,stable,0.1 ,-0.7, 0.8
30093,468.1 ,439.3, 498.4,215,stable,-0.8 ,-1.7, 0.2
30035,454.2 ,402.8, 510.2,60,stable,0.1 ,-1.8, 2.0
30021,451.1 ,396.6, 511.4,54,falling,-1.8 ,-2.9, -0.6
30085,450.7 ,392.7, 514.6,47,stable,-0.8 ,-2.3, 0.8
30073,447.1 ,379.4, 524,36,stable,-1.6 ,-3.3, 0.2
30069,446.1 ,233.5, 806.4,3,*,*,*,*
30107,440.8 ,343.2, 562.3,16,stable,-0.4 ,-3.2, 2.6
30097,436.2 ,358, 528.7,26,stable,0.6 ,-2.0, 3.3
30059,435.7 ,335.9, 563.6,16,stable,-1.4 ,-4.4, 1.6
30023,435.7 ,386.8, 490.1,64,stable,-0.9 ,-2.4, 0.7
30031,432.1 ,413.5, 451.3,439,stable,-0.5 ,-1.3, 0.3
30063,431.5 ,415.1, 448.4,560,falling,-0.9 ,-1.4, -0.3
30083,430.6 ,379.9, 486.4,56,stable,0.3 ,-1.9, 2.6
30099,430.4 ,368.1, 501.2,39,stable,-0.9 ,-2.6, 0.9
30027,429.2 ,382.9, 480,74,falling,-2.4 ,-3.8, -0.8
30041,429.1 ,386, 475.7,78,falling,-1.5 ,-2.6, -0.3
30009,424.3 ,378.1, 475.5,74,stable,-0.5 ,-1.8, 0.8
30067,423.3 ,386.4, 463.3,108,stable,-0.7 ,-2.2, 0.8
30013,421.5 ,403.6, 440.1,446,falling,-1.0 ,-1.5, -0.5
30081,408 ,385.2, 432,282,falling,-0.9 ,-1.5, -0.4
30051,406.5 ,309.2, 526.6,14,stable,-2.4 ,-5.0, 0.3
30061,401.4 ,331.9, 483.8,31,stable,-0.7 ,-3.0, 1.6
30033,400.5 ,277.2, 566.4,8,stable,-1.1 ,-5.9, 3.9
30039,398.9 ,322.7, 492.1,25,stable,-0.5 ,-3.6, 2.6
30075,395.4 ,296.1, 525.4,12,stable,1.1 ,-2.6, 5.0
30001,394.9 ,346.4, 449,54,stable,-1.5 ,-3.2, 0.2
30015,381.2 ,321.4, 449.9,31,falling,-1.6 ,-3.1, -0.1
30057,380.7 ,333.9, 433.7,59,stable,-0.5 ,-1.9, 0.8
30101,364 ,299.1, 439.8,24,falling,-2.6 ,-4.8, -0.4
30005,349.5 ,291.7, 415.7,27,stable,-1.6 ,-4.0, 0.9
30019,342.5 ,256, 457.3,11,stable,-0.4 ,-3.4, 2.6
30045,339.8 ,249.8, 458.2,11,falling,-2.7 ,-5.2, -0.1
30109,267.8 ,170, 415.5,5,stable,-3.4 ,-7.2, 0.5
37000,468.9 ,467.2, 470.7,56784,falling,-0.6 ,-0.8, -0.4
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
37133,545.6 ,528.1, 563.6,769,rising,0.7 ,0.3, 1.1
37173,533.6 ,486.9, 583.8,103,stable,0.8 ,-0.6, 2.3
37077,531.2 ,507.4, 555.8,400,stable,-0.7 ,-1.6, 0.2
37087,511.5 ,490.3, 533.6,495,stable,0.8 ,-0.1, 1.6
37151,507.1 ,492.3, 522.3,934,stable,-0.6 ,-1.5, 0.4
37177,506.3 ,425.6, 599.5,30,rising,3.1 ,0.6, 5.6
37171,504.4 ,484.5, 524.9,517,stable,0.4 ,-0.3, 1.1
37045,504.3 ,486.4, 522.7,644,rising,0.7 ,0.3, 1.1
37159,503.7 ,488.7, 519.1,903,falling,-1.0 ,-1.8, -0.2
37111,503.1 ,477.8, 529.5,320,stable,0.3 ,-0.5, 1.2
37137,502.8 ,457, 552.8,111,stable,0.0 ,-1.1, 1.1
37157,502 ,484.3, 520.2,659,stable,-3.8 ,-9.5, 2.2
37049,500.3 ,482.7, 518.6,654,stable,-0.5 ,-1.0, 0.0
37107,499.7 ,477, 523.3,395,falling,-0.8 ,-1.6, -0.1
37059,499.1 ,473.1, 526.3,300,stable,-2.2 ,-4.6, 0.3
37001,494.7 ,480.7, 509,988,stable,0.0 ,-0.5, 0.5
37033,493.3 ,459, 529.8,169,stable,-0.3 ,-1.1, 0.5
37057,493 ,479.5, 506.9,1062,stable,0.3 ,-0.1, 0.7
37109,491 ,471.7, 510.9,522,stable,0.0 ,-0.6, 0.7
37167,490.7 ,468.7, 513.6,399,stable,-0.5 ,-1.5, 0.5
37145,490.4 ,463.1, 519,263,stable,0.2 ,-0.4, 0.8
37083,489.7 ,466.2, 514.2,355,stable,0.4 ,-0.1, 1.0
37071,488.1 ,475.9, 500.5,1284,stable,-0.3 ,-0.8, 0.2
37191,486.9 ,470.7, 503.5,718,stable,0.0 ,-0.7, 0.7
37169,486 ,461.7, 511.4,325,stable,0.5 ,0.0, 1.1
37069,485.4 ,463.7, 507.9,400,stable,0.0 ,-0.5, 0.5
37085,485 ,467.8, 502.7,621,stable,0.0 ,-0.4, 0.5
37081,483.9 ,475.9, 492,2885,stable,-0.3 ,-0.9, 0.2
37101,483.8 ,470, 497.8,997,stable,0.2 ,-0.3, 0.6
37027,483.2 ,464.6, 502.3,549,stable,0.3 ,-0.3, 1.0
37105,482.3 ,459.5, 506,352,stable,-0.6 ,-1.4, 0.2
37199,481.3 ,443.3, 522,137,stable,0.3 ,-1.1, 1.8
37025,480.9 ,467.6, 494.4,1033,falling,-1.4 ,-2.1, -0.7
37039,480.3 ,450.5, 511.9,238,stable,0.0 ,-0.7, 0.7
37125,477.7 ,461.1, 494.8,710,stable,-0.3 ,-1.2, 0.5
37003,477 ,449.7, 505.6,245,stable,0.4 ,-0.4, 1.2
37031,475.9 ,456.5, 496,522,falling,-1.1 ,-1.6, -0.6
37097,475.7 ,462.2, 489.5,986,falling,-1.1 ,-1.7, -0.5
37181,475.4 ,449.4, 502.6,271,stable,-0.6 ,-1.2, 0.0
37011,474.7 ,436.7, 515.5,123,stable,0.3 ,-0.9, 1.6
37023,473.8 ,456.4, 491.8,598,falling,-2.3 ,-4.1, -0.5
37067,473.6 ,464.4, 483,2084,falling,-0.5 ,-0.9, -0.2
37117,473.5 ,440.7, 508.5,172,stable,0.0 ,-0.8, 0.8
37019,473 ,458.7, 487.8,1082,rising,0.8 ,0.4, 1.2
37037,472.3 ,453.1, 492.2,515,stable,-0.1 ,-0.6, 0.4
37103,471.6 ,420.4, 527.9,70,stable,-0.1 ,-1.3, 1.0
37021,471 ,460.5, 481.7,1632,stable,-0.5 ,-0.9, 0.0
37139,469.4 ,441.8, 498.4,228,stable,-0.2 ,-1.6, 1.2
37035,467.7 ,454.1, 481.7,945,stable,0.0 ,-0.4, 0.4
37113,467.4 ,441.1, 495.2,285,stable,-0.2 ,-1.1, 0.7
37007,467.1 ,433.7, 502.5,154,rising,1.6 ,0.7, 2.4
37163,466.8 ,445.3, 489.1,374,stable,0.2 ,-0.6, 1.0
37161,466.2 ,446.3, 486.8,455,stable,-0.5 ,-1.0, 0.0
37165,465.3 ,436.6, 495.4,210,stable,-1.0 ,-2.3, 0.3
37183,464.3 ,458.2, 470.5,4681,falling,-0.8 ,-1.2, -0.4
37129,464.2 ,452.6, 476.2,1271,stable,-0.2 ,-0.7, 0.4
37179,461.5 ,448.9, 474.3,1085,stable,0.0 ,-0.6, 0.5
37043,460.3 ,412.6, 512.9,88,stable,0.3 ,-1.4, 2.1
37185,458.9 ,423.6, 496.7,147,stable,-0.3 ,-1.0, 0.4
37093,458.4 ,429.7, 488.4,210,stable,-0.9 ,-2.0, 0.1
37055,457.3 ,430.3, 485.7,242,stable,-0.5 ,-1.8, 0.8
37051,456.7 ,446, 467.7,1424,stable,-0.4 ,-0.8, 0.1
37121,456.7 ,417.2, 499.5,112,stable,0.5 ,-0.6, 1.6
37089,455.4 ,440.9, 470.3,852,falling,-0.8 ,-1.3, -0.3
37141,455.3 ,433.5, 477.9,353,stable,-0.4 ,-1.3, 0.4
37063,454.9 ,444.1, 466,1414,falling,-0.8 ,-1.2, -0.4
37153,454.6 ,429.6, 480.7,263,stable,-0.2 ,-1.2, 0.7
37065,454.3 ,431.6, 478,329,stable,-0.7 ,-1.4, 0.0
37015,451.7 ,416.3, 489.6,133,stable,-0.6 ,-1.5, 0.2
37079,449.4 ,412.9, 488.4,118,stable,-0.8 ,-2.1, 0.5
37119,448 ,442, 454.1,4468,falling,-0.9 ,-1.3, -0.6
37197,447.1 ,420.9, 474.6,234,stable,-0.3 ,-1.4, 0.8
37135,446.8 ,431.3, 462.9,666,falling,-0.8 ,-1.3, -0.3
37127,445.4 ,428.2, 463.1,545,falling,-1.0 ,-1.7, -0.3
37187,444.1 ,400, 492.3,87,stable,-0.2 ,-1.5, 1.1
37115,443.3 ,409.9, 479,143,stable,-0.6 ,-1.7, 0.5
37009,441.4 ,411.7, 472.9,191,stable,-0.3 ,-1.4, 0.7
37195,440.4 ,422.1, 459.4,463,falling,-0.9 ,-1.5, -0.3
37047,438.3 ,417, 460.5,340,stable,-0.3 ,-0.8, 0.2
37123,436.8 ,406.3, 469.1,166,stable,0.3 ,-0.7, 1.3
37147,435.3 ,421.3, 449.6,768,stable,0.1 ,-4.8, 5.2
37017,433 ,405.8, 461.7,211,stable,0.0 ,-0.7, 0.7
37155,431.2 ,416.1, 446.8,649,falling,-0.8 ,-1.4, -0.1
37189,431.2 ,406.8, 456.8,255,falling,-1.3 ,-1.9, -0.6
37175,430.7 ,405.2, 457.7,266,stable,0.1 ,-0.9, 1.1
37041,427.9 ,388.9, 470.5,99,stable,-0.6 ,-1.9, 0.8
37149,425.3 ,392.9, 460.1,162,stable,0.3 ,-0.9, 1.5
37193,424.7 ,406.1, 444,425,stable,-0.6 ,-1.3, 0.1
37131,422.3 ,388.9, 458.2,140,stable,-0.4 ,-1.2, 0.4
37013,419.4 ,397.3, 442.6,307,falling,-4.1 ,-5.8, -2.4
37075,408 ,358.5, 463.3,55,stable,0.4 ,-2.1, 2.9
37005,407.7 ,366.5, 453.2,80,stable,-0.5 ,-1.8, 0.8
37061,406.8 ,386.1, 428.3,309,stable,-4.4 ,-10.2, 1.8
37099,402.3 ,377.6, 428.2,220,falling,-3.2 ,-4.9, -1.5
37091,402 ,370.6, 435.6,132,stable,-1.2 ,-2.4, 0.0
37029,399.8 ,351.6, 453.2,52,falling,-2.4 ,-4.4, -0.4
37143,398.1 ,359.5, 440.3,93,stable,-1.3 ,-2.8, 0.3
37095,378.2 ,318.2, 447.9,30,stable,-1.3 ,-3.7, 1.1
37053,376.3 ,346.3, 408.4,126,stable,-16.1 ,-30.3, 1.0
37073,350.9 ,309, 397.3,57,stable,-16.5 ,-36.6, 9.9
38000,453.2 ,446.6, 459.9,3822,falling,-0.3 ,-0.6, -0.1
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
38075,570.9 ,458, 705.4,20,stable,1.9 ,-0.8, 4.6
38057,561.7 ,499.2, 630.4,66,stable,1.7 ,-0.4, 3.7
38081,535.2 ,446.6, 637.6,30,stable,0.2 ,-2.5, 2.9
38061,508.8 ,446.3, 577.6,52,stable,1.1 ,-0.9, 3.1
38051,503.9 ,405.9, 622.7,25,stable,0.8 ,-1.2, 2.8
38043,500.7 ,395.2, 628.3,19,stable,1.6 ,-2.1, 5.4
38059,496.2 ,463.2, 530.9,180,stable,0.6 ,-0.2, 1.4
38055,495.5 ,441.8, 554.5,72,stable,0.5 ,-1.0, 2.1
38079,487 ,434.5, 543.9,67,stable,-0.7 ,-2.2, 0.9
38031,486.7 ,395.1, 594.8,23,stable,1.2 ,-1.8, 4.3
38009,484.9 ,420.9, 556.8,48,stable,-1.0 ,-2.6, 0.7
38033,475.9 ,354.6, 628.1,12,stable,-0.8 ,-4.0, 2.5
38021,474.6 ,400.8, 558.9,33,stable,-1.0 ,-3.8, 1.9
38017,471.6 ,456.4, 487.3,768,falling,-0.9 ,-1.4, -0.5
38015,467.2 ,448.7, 486.4,506,stable,0.0 ,-0.5, 0.6
38013,466.1 ,356.1, 601.3,14,stable,-1.2 ,-3.5, 1.1
38069,465.8 ,386.7, 557.5,29,stable,-0.6 ,-2.9, 1.6
38049,463.4 ,395.8, 540,37,stable,0.2 ,-1.4, 2.0
38077,463.4 ,420.8, 509.4,95,stable,-0.3 ,-1.7, 1.1
38003,460.7 ,410.9, 515.3,71,stable,-1.1 ,-2.2, 0.0
38101,457.7 ,434.5, 481.8,305,stable,-0.7 ,-1.7, 0.2
38035,455 ,431.5, 479.5,299,stable,-0.7 ,-1.3, 0.0
38029,452.8 ,369.8, 551.9,26,stable,1.4 ,-0.9, 3.7
38103,450.8 ,377.4, 536.9,34,stable,0.3 ,-1.7, 2.3
38073,448.5 ,380.4, 526.5,35,stable,-1.2 ,-2.9, 0.5
38097,445.7 ,388.3, 509.8,48,stable,-13.1 ,-28.5, 5.6
38027,444 ,349.3, 560.6,17,stable,-0.2 ,-3.8, 3.5
38065,443.3 ,331.9, 584.3,13,stable,-1.0 ,-5.1, 3.2
38011,439.2 ,351.2, 544.1,20,stable,-0.5 ,-3.9, 2.9
38067,436.2 ,378.7, 501,49,stable,0.6 ,-1.0, 2.4
38071,436.1 ,389.7, 487,71,stable,-1.0 ,-2.2, 0.2
38041,433.7 ,339.8, 548,17,stable,1.5 ,-0.7, 3.8
38099,430.4 ,384.4, 481,70,stable,0.7 ,-0.6, 2.0
38089,424.1 ,391.7, 458.4,135,stable,0.1 ,-1.0, 1.2
38005,422.3 ,353.6, 500.4,29,stable,-0.9 ,-2.9, 1.0
38085,415.7 ,316.7, 534.3,13,stable,-0.3 ,-3.6, 3.1
38037,412.5 ,324.7, 522.1,18,stable,0.1 ,-2.9, 3.1
